index,url,category,context,dataset_type,dataset_category
11,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/RAAS/RAAS_Wastewater_Network/MapServer/8,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
12,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/RAAS/Wastewater_LRP_Data/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
13,https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/LRP/MapServer/3,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
14,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/SER/LRP_Wastewater_points/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
15,https://awgisadaptor.austintexas.gov/awgisago/rest/services/AGO/Water_LRP_Map_Prod/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
16,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/AGO/CIP_5yrs10yrs/MapServer/6,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
17,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Chesmar_SiteSelection/MapServer/55,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
18,https://awgisadaptor.austintexas.gov/awgisago/rest/services/GraniteXP/Wastewater_GraniteCloud_VersionFinal2/MapServer/2,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
19,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/GraniteXP/GraniteCloud_Wastewater_Version_Test/MapServer/3,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
20,https://awgisadaptor.austintexas.gov/awgisago/rest/services/RAAS/RAAS_Wastewater_Network/MapServer/4,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
21,https://gis.traviscountytx.gov/server1/rest/services/MS4/MS4_Map_Supporting_Layers/MapServer/47,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
22,https://maps.austintexas.gov/arcgis/rest/services/Immpact/ImmpactConflicts/MapServer/6,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
23,https://maps.austintexas.gov/arcgis/rest/services/PropertyProfile/AustinWater/MapServer/4,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
24,https://gis.traviscountytx.gov/server1/rest/services/MS4/MS4_ClosedPipe/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
25,https://gis.traviscountytx.gov/server1/rest/services/Boundaries_and_Jurisdictions/PUC_CCNs_in_Travis_County/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
26,https://gis.wilco.org/arcgis/rest/services/rb/rb_utilities/MapServer/1,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
27,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
28,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/AGO/LocalBaseLayers/MapServer/42,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
29,https://awgisadaptor.austintexas.gov/awgisago/rest/services/RAAS/RAAS_Wastewater_Network/MapServer/20,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
30,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/RAAS/RAAS_Wastewater_Network/MapServer/20,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
31,https://awgisadaptor.austintexas.gov/awgisago/rest/services/AGO/LocalBaseLayers/MapServer/42,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
32,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/GraniteXP/Wastewater_GraniteCloud_VersionFinal2/MapServer/15,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
33,https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
34,https://map-1.terrabase.com/server/rest/services/citgo/tceq/MapServer/1,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
35,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_WebMap__SanAntonio_External/MapServer/255,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
36,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_WebMap__Houston_External/MapServer/425,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
37,https://arcgis-prod.oregonexplorer.info/arcgis/rest/services/Renewable/EnergyInfrastructure/MapServer/6,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
38,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__AshtonWoods_SiteSelection/MapServer/10,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
39,https://gisservices.halff.com/ags/rest/services/GCD_Reference/WaterandSewerCCN_Reference/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
40,https://rdgdwe.sc.egov.usda.gov/arcgis/rest/services/RDEnergy/Pipelines_EV/MapServer/2,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
41,https://arcgis.netl.doe.gov/server/rest/services/CO2Locate_GOGI/MapServer/14,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
42,https://gisservices.halff.com/ags/rest/services/GCD_Reference/WaterandSewerCCN_Reference/MapServer/3,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
43,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__LaredoEDC_SiteSelection/MapServer/12,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
44,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_WebMap__CorpusChristi_External/MapServer/1910,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
45,https://cbdnet.info/arcgis/rest/services/LNG_Webmap/MapServer/3,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
46,https://harcags.harcresearch.org/arcgisserver/rest/services/Infrastructure/TCEQ_Permitted_Wastewater_Outfalls/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
47,https://arcgis.netl.doe.gov/server/rest/services/EDXSpatialCaches_Pipelines_223_remake/MapServer/6,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
48,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__GreaterSATX/MapServer/25,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
49,https://arcgis.netl.doe.gov/server/rest/services/Category_1_Reservoir_Suitability/MapServer/5,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
50,https://envmapview.powereng.com/server/rest/services/GeoSafe_Background/GeoSafe_Platts/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
51,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__NBCC_SiteSelection/MapServer/138,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
52,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__SiteSelection_Demo/MapServer/138,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
53,https://harcags.harcresearch.org/arcgisserver/rest/services/Infrastructure/TCEQ_Permitted_Wastewater_Outfalls/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
54,https://gulfpub-gisstg.esriemcs.com/server/rest/services/Open_Data/gei_gas_pipelines_summary/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
55,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_WebMap__DFW_External/MapServer/288,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
56,https://gisweb.tceq.texas.gov/arcgis/rest/services/WAP/Outfalls/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
57,https://gisweb.tceq.texas.gov/arcgis/rest/services/Public/WW_oufalls/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
58,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_WebMap__SanAntonio_External/MapServer/257,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
59,https://maps.pape-dawson.com/server1/rest/services/Office_Austin/TRAVIS__MF_Sites_MS/MapServer/22,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
60,https://gismaps.newbraunfels.gov/arcserverwa22/rest/services/MapServices/PlanningRefSupplemental/MapServer/13,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
61,https://rdgdwe.sc.egov.usda.gov/arcgis/rest/services/RDEnergy/Pipelines_EV_BG/MapServer/2,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
62,https://gisweb.tceq.texas.gov/arcgis/rest/services/Outfalls/OutfallsViewer_PRD/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
63,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__SH130_SiteSearch/MapServer/54,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
64,https://rdgdwe.sc.egov.usda.gov/arcgis/rest/services/RDEnergy/Pipelines_EV_BG/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
65,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_Webmap__Austin_External/MapServer/376,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
66,https://maps.pape-dawson.com/server2/rest/services/PD_GIS_Webmap/PD_GIS_WebMap__SanAntonio_External/MapServer/288,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
67,https://gisweb.tceq.texas.gov/arcgis/rest/services/Pretreatment/Pretreatment_PRD/MapServer/6,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
68,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Hines_Kendall_SiteSelection/MapServer/25,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
69,https://gisweb.tceq.texas.gov/arcgis/rest/services/Outfalls/Outfalls/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
70,https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer/31,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
71,https://arcgis.netl.doe.gov/server/rest/services/EDXSpatialCaches/Pipelines_223_2025/MapServer/6,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
72,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Lennar_Corpus_SiteSelection/MapServer/25,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
73,https://gisweb.tceq.texas.gov/arcgis/rest/services/Outfalls/OutfallsViewer_PRD/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
74,https://arcgis.netl.doe.gov/server/rest/services/EDXSpatialCaches/Pipelines_223_2025/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
75,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Hines_SiteSelection/MapServer/25,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
76,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Chesmar_SiteSelection/MapServer/30,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
77,https://gulfpub-gisstg.esriemcs.com/server/rest/services/Open_Data/gei_gas_pipelines_summary/MapServer/0,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
78,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Chesmar_SiteSelection2025/MapServer/26,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
79,https://maps.pape-dawson.com/server1/rest/services/LandDevelopment/LANDDEVELOPMENT__Lennar_SiteSelection/MapServer/26,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
80,https://gis.lja.com/arcgis/rest/services/lja/gismap/MapServer/39,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
81,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/Klir_Service/MapServer/2,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
82,https://tiles.arcgis.com/tiles/IX0rbbPRMd0YfCJN/arcgis/rest/services/Wastewater_Facilities_WTL1/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
83,https://tiles.arcgis.com/tiles/cJ9YHowT8TU7DUyn/arcgis/rest/services/GIC7_Number_of_combined_sewer_overflow_events/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
84,https://tiles.arcgis.com/tiles/cJ9YHowT8TU7DUyn/arcgis/rest/services/GIC7_Wastewater_flow_discharges_annual_total_mgy/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
85,https://tiles.arcgis.com/tiles/IB7Kf2F8K18M2LKr/arcgis/rest/services/GravityDataCoverage10d/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
86,https://tiles.arcgis.com/tiles/cJ9YHowT8TU7DUyn/arcgis/rest/services/GIC7_Wastewater_flow_discharges_daily_average_mgd/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
87,https://tiles.arcgis.com/tiles/IB7Kf2F8K18M2LKr/arcgis/rest/services/GravityDataCoverage10c/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
88,https://tiles.arcgis.com/tiles/IB7Kf2F8K18M2LKr/arcgis/rest/services/Gravity_points/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
89,https://tiles.arcgis.com/tiles/IB7Kf2F8K18M2LKr/arcgis/rest/services/Gravity_points22/MapServer,Sewer Utilities,"Hill Country Roadways Overlay
maps.austintexas.gov
A hill country roadway corridor is the land within the City’s zoning jurisdiction located 1,000 feet or less from each side of the right-of-way of th",,
90,https://gis.horrocks.com/arcgis/rest/services/TX_9706_24_General/MapServer/19,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
91,https://gis.horrocks.com/arcgis/rest/services/TX_9706_24_General/MapServer/8,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
92,https://gis.horrocks.com/arcgis/rest/services/TX_9706_24_General/MapServer/3,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
93,https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/RAAS/RAAS_Water_Service/MapServer/0,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
94,https://maps.austintexas.gov/arcgis/rest/services/Shared/Environmental_1/MapServer/10,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
95,https://gis.horrocks.com/arcgis/rest/services/TX_9706_24_General/MapServer/4,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
96,https://gis.traviscountytx.gov/server1/rest/services/TNR/Utilities/MapServer/3,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
97,https://gis.horrocks.com/arcgis/rest/services/TX_9706_24_General/MapServer/14,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
98,https://gis.horrocks.com/arcgis/rest/services/TX_9706_24_General/MapServer/5,Water Utilities,"WWValve
gis.horrocks.com
There is currently no description available for this source.
FlowMeter
gis.horrocks.com
There is currently no description available for this source.
ZoneValve
gis.horrocks.com",,
