serviceUrl,layerId,layerName,geometryType,score,tags,status,httpStatus
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,18,Depth_to_top_of_the_Oligocene_GC_Basin_BEG,esriGeometryPolyline,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,19,Depth_to_top_of_EagleFord_Formation_GC_Basin_EIA,esriGeometryPolyline,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,20,Depth_to_top_of_basement_GC_Basin_BEG,esriGeometryPolyline,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,21,Depth_to_base_of_the_Oligocene_GC_Basin_BEG,esriGeometryPolyline,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,22,Upper_Pliocene_Formation_surface_curvature_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,23,Upper_Miocene_Formation_surface_curvature_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,24,Oligocene_Formation_top_surface_curvature_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,25,Oligocene_Formation_base_surface_curvature_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,26,Eagle_Ford_Formation_surface_curvature_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,27,Change_in_sedimentary_overburden_thickness_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,28,Change_in_Eagle_Ford_Formation_thickness_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,29,Basement_surface_curvature_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,30,Geophysical,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,31,Horizontal_derivative_in_isostatic_gravity_anomaly_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,32,Horizontal_derivative_in_magnetic_anomaly_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,33,Isostatic_gravity_anomaly_mGal_GC_Basin_BGI.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,34,Magnetic_anomaly_nT_GC_Basin_NOAA.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,35,Known Structural Feature Density,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,36,Maximum_combined_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,37,Maximum_Basement_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,38,Earthquake_seismic_energy_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,39,Earthquake_event_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,40,Combined_earthquake_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,41,Basement_lineament_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,42,Basement_lineament_length_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,43,Basement_lineament_intersection_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,44,Basement_combined_lineament_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,45,All_lineament_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,46,All_lineament_length_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,47,All_lineament_intersection_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,48,All_combined_lineament_SFD_score_GC_Basin.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,49,Predicted Structural Feature Density,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,50,Maximum_predicted_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,51,NoData_tally_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,52,Predicted_basement_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,53,Predicted_Eagle_Ford_Formation_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,54,Predicted_Eocene_Formation_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,55,Predicted_Miocene_Formation_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,56,Predicted_Oligocene_Formation_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,57,Predicted_Pliocene_Formation_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,58,Predicted_sedimentary_subsurface_basement_crosscutting_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,59,Predicted_sedimentary_subsurface_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,60,Predicted_surface_basement_crosscutting_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,61,Predicted_surface_SFD_score_GC_Basin,esriGeometryPolygon,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,62,Topographic,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,63,Topographic_Wetness_Index_GC_Basin_GEBCO.tif,,0,,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,64,Surface_slope_GC_Basin_GEBCO.tif,,10,flood,ok,200
https://arcgis.netl.doe.gov/server/rest/services/Gulf_of_Mexico_Basin_MIL1/MapServer,65,OnOffshore_surface_elevation_GC_Basin_GEBCO.tif,,0,,ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/AGO/Aclara_GPS_QAQC/MapServer,0,ACLARA_GPS_SURVEY_QAQC,esriGeometryPoint,30,"situs,legal,permits",ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/RAAS/PREMISE_CONSTIUENTS/MapServer,0,PREMISE_CONSTITUENTS,esriGeometryPolygon,10,permits,ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,0,SER Wastewater,esriGeometryPolygon,10,utilities,ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,1,SER Water,esriGeometryPolygon,10,utilities,ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,2,SER Reclaimed Water,esriGeometryPolygon,10,utilities,ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/LRP_Water_Pipes/MapServer,0,Future Planning,,0,,ok,200
https://awgisadaptor.austintexas.gov/awgisago/rest/services/SER/LRP_Water_Pipes/MapServer,1,Future Water Pipes,esriGeometryPolyline,10,utilities,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,0,Heat Wave Frequency,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,1,"Heat Wave Frequency in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,2,"Heat Wave Frequency in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,3,Heat Wave Duration,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,4,"Heat Wave Duration in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,5,"Heat Wave Duration in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,6,Heat Wave Season,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,7,"Heat Wave Season in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,8,"Heat Wave Season in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,9,Heat Wave Intensity,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,10,"Heat Wave Intensity in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,11,"Heat Wave Intensity in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/Estimated_Private_Domestic_Wells/MapServer,0,US Block Groups 2010,esriGeometryPolygon,20,"legal,utilities",ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,1,Wells,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,2,Blocks,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,3,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,4,Wells per Sq. Km.,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,5,Blocks,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,6,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,7,% Population Served,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,8,Blocks,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,9,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,10,Change in Housing Units on Wells 1990-2020,,0,,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,11,Blocks,esriGeometryPolygon,10,legal,ok,200
https://awsgispub.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,12,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/AGO/Aclara_GPS_QAQC/MapServer,0,ACLARA_GPS_SURVEY_QAQC,esriGeometryPoint,30,"situs,legal,permits",ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/RAAS/Wastewater_LRP_Data/MapServer,0,Wastewater_Points,esriGeometryPoint,10,utilities,ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/RAAS/Wastewater_LRP_Data/MapServer,1,Wastewater_Pipes,esriGeometryPolyline,10,utilities,ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,0,SER Wastewater,esriGeometryPolygon,10,utilities,ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,1,SER Water,esriGeometryPolygon,10,utilities,ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/SER/5865_SER_service/MapServer,2,SER Reclaimed Water,esriGeometryPolygon,10,utilities,ok,200
https://coagiswebadaptor.austintexas.gov/awgisago/rest/services/SER/LRP_Wastewater_points/MapServer,0,Future Wastewater Points,esriGeometryPoint,10,utilities,ok,200
https://feature.geographic.texas.gov/arcgis/rest/services/Basemap/Highwater_Marks/MapServer,0,Texas Highwater Marks,esriGeometryPoint,30,"situs,utilities,flood",ok,200
https://feature.tnris.org/arcgis/rest/services/Basemap/Highwater_Marks/MapServer,0,Texas Highwater Marks,esriGeometryPoint,30,"situs,utilities,flood",ok,200
https://geo.fas.usda.gov/arcgis2/rest/services/G_Disaster_Data/GlobalFloodRisk_UNEP/MapServer,0,Flood Risk (UNEP),,10,flood,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,0,Heat Wave Frequency,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,1,"Heat Wave Frequency in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,2,"Heat Wave Frequency in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,3,Heat Wave Duration,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,4,"Heat Wave Duration in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,5,"Heat Wave Duration in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,6,Heat Wave Season,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,7,"Heat Wave Season in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,8,"Heat Wave Season in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,9,Heat Wave Intensity,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,10,"Heat Wave Intensity in 50 Large U.S. Cities, 1961–2023 (Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/OAR_OAP/HeatWaves/MapServer,11,"Heat Wave Intensity in 50 Large U.S. Cities, 1961–2023 (Not Statistically Significant)",esriGeometryPoint,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/Estimated_Private_Domestic_Wells/MapServer,0,US Block Groups 2010,esriGeometryPolygon,20,"legal,utilities",ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,1,Wells,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,2,Blocks,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,3,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,4,Wells per Sq. Km.,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,5,Blocks,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,6,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,7,% Population Served,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,8,Blocks,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,9,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,10,Change in Housing Units on Wells 1990-2020,,0,,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,11,Blocks,esriGeometryPolygon,10,legal,ok,200
https://geodata.epa.gov/arcgis/rest/services/ORD/PrivateDomesticWells2020/MapServer,12,Block_Groups,esriGeometryPolygon,10,legal,ok,200
https://geodata.natureserve.org/hosting/rest/services/CurrentWetlands_tif/MapServer,14,Current and Historic Ecosystem Distributions,,0,,ok,200
https://geodata.natureserve.org/hosting/rest/services/CurrentWetlands_tif/MapServer,19,CurrentWetlands.tif,,10,flood,ok,200
https://geodata.natureserve.org/hosting/rest/services/HistoricWetlands_tif/MapServer,14,Current and Historic Ecosystem Distributions,,0,,ok,200
https://geodata.natureserve.org/hosting/rest/services/HistoricWetlands_tif/MapServer,20,HistoricWetlands.tif,,10,flood,ok,200
https://gis.geointelsystems.com/arcgis/rest/services/Clients/WCID17_Parcels/MapServer,0,TCAD Parcels,esriGeometryPolygon,80,"owner,situs,parcel_id,legal,land_use,sales,boundaries,flood",ok,200
https://gis.geointelsystems.com/arcgis/rest/services/Clients/WCID17_Parcels/MapServer,1,Parcel Improvement Year,esriGeometryPolygon,70,"owner,situs,parcel_id,legal,land_use,sales,boundaries",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,0,Address,esriGeometryPoint,30,"situs,parcel_id,boundaries",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,1,Parcels,esriGeometryPolygon,60,"owner,situs,parcel_id,legal,land_use,boundaries",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,2,Incorporated City,esriGeometryPolygon,20,"situs,land_use",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,3,Extra-Territorial Jurisdiction,esriGeometryPolygon,20,"situs,land_use",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,4,Zoning,esriGeometryPolygon,10,land_use,ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,5,CityCouncilDistricts,esriGeometryPolygon,20,"situs,land_use",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,6,Subdivisions,esriGeometryPolygon,20,"legal,boundaries",ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,7,OldTownOvr,esriGeometryPolygon,0,,ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,8,HistoricOvr,esriGeometryPolygon,0,,ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,9,GatewayOvr,esriGeometryPolygon,0,,ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,10,DwntwnOvr,esriGeometryPolygon,0,,ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,11,CrthsViewOvr,esriGeometryPolygon,0,,ok,200
https://gis.georgetown.org/intgarcgis/rest/services/MPN/MPN_FeatureWebService/MapServer,12,ElectricServiceProviders,esriGeometryPolygon,20,"owner,utilities",ok,200
